DATA,PERCENTUAL_VARIACAO_VISITAS_VAREJO_LAZER,PERCENTUAL_VARIACAO_VISITAS_MERCADOS_FARMACIAS,PERCENTUAL_VARIACAO_VISITAS_PARQUES,PERCENTUAL_VARIACAO_VISITAS_ESTACAO_TRANSPORTE,PERCENTUAL_VARIACAO_VISITAS_LOCAIS_TRABALHO,PERCENTUAL_VARIACAO_PERMANENCIA_RESIDENCIAS
2021-02-07,-32.0,6.0,-32.0,-24.0,-1.0,5.0
2021-02-08,-24.0,10.0,-33.0,-17.0,-5.0,5.0
2021-02-09,-23.0,11.0,-32.0,-17.0,-8.0,6.0
2021-02-10,-22.0,9.0,-26.0,-17.0,-6.0,6.0
2021-02-11,-24.0,11.0,-28.0,-18.0,-7.0,6.0
2021-02-12,-22.0,15.0,-31.0,-16.0,-4.0,5.0
2021-02-13,-24.0,13.0,-31.0,-20.0,-1.0,5.0
2021-02-14,-30.0,7.0,-23.0,-26.0,0.0,6.0
2021-02-15,-28.0,6.0,-15.0,-29.0,-23.0,8.0
2021-02-16,-35.0,-5.0,-16.0,-34.0,-31.0,10.0
2021-02-17,-27.0,5.0,-28.0,-23.0,-12.0,7.0
2021-02-18,-24.0,14.0,-25.0,-17.0,-6.0,6.0
2021-02-19,-22.0,16.0,-27.0,-16.0,-4.0,6.0
2021-02-20,-23.0,15.0,-28.0,-16.0,2.0,5.0
2021-02-21,-31.0,7.0,-31.0,-22.0,1.0,6.0
2021-02-22,-26.0,9.0,-36.0,-17.0,-3.0,6.0
2021-02-23,-26.0,9.0,-34.0,-18.0,-7.0,6.0
2021-02-24,-26.0,7.0,-31.0,-19.0,-6.0,7.0
2021-02-25,-26.0,14.0,-32.0,-18.0,-5.0,7.0
2021-02-26,-26.0,18.0,-37.0,-17.0,-3.0,7.0
2021-02-27,-32.0,16.0,-44.0,-22.0,-2.0,8.0
2021-02-28,-40.0,6.0,-47.0,-29.0,-4.0,8.0
2021-03-01,-30.0,13.0,-41.0,-20.0,-6.0,8.0
2021-03-02,-30.0,13.0,-38.0,-21.0,-10.0,8.0
2021-03-03,-29.0,12.0,-33.0,-20.0,-9.0,8.0
2021-03-04,-30.0,15.0,-33.0,-20.0,-9.0,8.0
2021-03-05,-26.0,25.0,-36.0,-17.0,-7.0,8.0
2021-03-06,-41.0,19.0,-48.0,-27.0,-8.0,9.0
2021-03-07,-51.0,4.0,-56.0,-36.0,-9.0,10.0
2021-03-08,-32.0,15.0,-41.0,-24.0,-9.0,9.0
2021-03-09,-35.0,11.0,-42.0,-25.0,-13.0,9.0
2021-03-10,-32.0,13.0,-34.0,-24.0,-11.0,9.0
2021-03-11,-35.0,14.0,-33.0,-25.0,-11.0,9.0
2021-03-12,-34.0,17.0,-36.0,-23.0,-9.0,10.0
2021-03-13,-44.0,12.0,-44.0,-29.0,-9.0,10.0
2021-03-14,-52.0,0.0,-49.0,-36.0,-9.0,10.0
2021-03-15,-38.0,8.0,-42.0,-28.0,-10.0,10.0
2021-03-16,-39.0,9.0,-42.0,-29.0,-15.0,10.0
2021-03-17,-40.0,6.0,-39.0,-30.0,-15.0,12.0
2021-03-18,-43.0,8.0,-40.0,-31.0,-16.0,12.0
2021-03-19,-43.0,12.0,-42.0,-30.0,-15.0,12.0
2021-03-20,-49.0,10.0,-48.0,-33.0,-11.0,11.0
2021-03-21,-56.0,-4.0,-53.0,-40.0,-11.0,12.0
2021-03-22,-41.0,6.0,-45.0,-31.0,-12.0,11.0
2021-03-23,-43.0,5.0,-45.0,-32.0,-16.0,12.0
2021-03-24,-41.0,4.0,-40.0,-32.0,-16.0,12.0
2021-03-25,-41.0,11.0,-37.0,-31.0,-16.0,12.0
2021-03-26,-44.0,13.0,-43.0,-34.0,-16.0,13.0
2021-03-27,-51.0,7.0,-51.0,-37.0,-12.0,12.0
2021-03-28,-59.0,-8.0,-55.0,-44.0,-12.0,12.0
2021-03-29,-44.0,4.0,-47.0,-38.0,-16.0,13.0
2021-03-30,-43.0,8.0,-47.0,-38.0,-20.0,12.0
2021-03-31,-37.0,19.0,-38.0,-34.0,-18.0,12.0
2021-04-01,-32.0,44.0,-31.0,-31.0,-20.0,10.0
2021-04-02,-67.0,-14.0,-43.0,-60.0,-65.0,23.0
2021-04-03,-46.0,20.0,-45.0,-38.0,-18.0,11.0
2021-04-04,-57.0,-5.0,-53.0,-38.0,-5.0,8.0
2021-04-05,-37.0,11.0,-43.0,-29.0,-9.0,10.0
2021-04-06,-38.0,11.0,-45.0,-31.0,-13.0,11.0
2021-04-07,-34.0,17.0,-38.0,-28.0,-12.0,11.0
2021-04-08,-33.0,23.0,-34.0,-26.0,-11.0,10.0
2021-04-09,-33.0,25.0,-36.0,-24.0,-8.0,10.0
2021-04-10,-37.0,23.0,-41.0,-26.0,-3.0,9.0
2021-04-11,-49.0,5.0,-46.0,-35.0,-6.0,10.0
2021-04-12,-33.0,14.0,-40.0,-25.0,-6.0,10.0
2021-04-13,-34.0,14.0,-42.0,-26.0,-10.0,10.0
2021-04-14,-32.0,14.0,-35.0,-24.0,-9.0,10.0
2021-04-15,-32.0,19.0,-33.0,-23.0,-8.0,10.0
2021-04-16,-32.0,21.0,-35.0,-21.0,-5.0,10.0
2021-04-17,-35.0,20.0,-43.0,-25.0,-1.0,9.0
2021-04-18,-46.0,6.0,-48.0,-33.0,-3.0,10.0
2021-04-19,-30.0,13.0,-42.0,-22.0,-3.0,9.0
2021-04-20,-26.0,24.0,-38.0,-21.0,-7.0,8.0
2021-04-21,-45.0,-4.0,-33.0,-47.0,-51.0,19.0
2021-04-22,-29.0,21.0,-33.0,-21.0,-5.0,9.0
2021-04-23,-28.0,23.0,-32.0,-20.0,-5.0,10.0
2021-04-24,-29.0,22.0,-34.0,-20.0,2.0,8.0
2021-04-25,-40.0,8.0,-39.0,-28.0,1.0,9.0
2021-04-26,-28.0,15.0,-38.0,-19.0,0.0,9.0
2021-04-27,-28.0,16.0,-38.0,-20.0,-5.0,9.0
2021-04-28,-26.0,17.0,-32.0,-19.0,-4.0,9.0
2021-04-29,-26.0,22.0,-31.0,-19.0,-3.0,9.0
2021-04-30,-20.0,37.0,-30.0,-13.0,0.0,7.0
2021-05-01,-34.0,14.0,-31.0,-26.0,-22.0,10.0
2021-05-02,-32.0,21.0,-33.0,-24.0,2.0,8.0
2021-05-03,-21.0,26.0,-35.0,-16.0,0.0,8.0
2021-05-04,-23.0,25.0,-36.0,-16.0,-3.0,8.0
2021-05-05,-21.0,24.0,-30.0,-16.0,-3.0,8.0
2021-05-06,-20.0,31.0,-28.0,-14.0,-2.0,7.0
2021-05-07,-14.0,42.0,-30.0,-10.0,2.0,7.0
2021-05-08,-8.0,51.0,-34.0,-6.0,7.0,5.0
2021-05-09,-26.0,33.0,-43.0,-15.0,18.0,4.0
2021-05-10,-21.0,26.0,-35.0,-14.0,0.0,7.0
2021-05-11,-22.0,26.0,-34.0,-15.0,-3.0,8.0
2021-05-12,-22.0,22.0,-32.0,-15.0,-3.0,9.0
2021-05-13,-24.0,26.0,-31.0,-16.0,-4.0,9.0
2021-05-14,-20.0,31.0,-30.0,-12.0,0.0,8.0
2021-05-15,-18.0,32.0,-31.0,-11.0,4.0,7.0
2021-05-16,-29.0,21.0,-33.0,-20.0,6.0,8.0
2021-05-17,-22.0,24.0,-32.0,-13.0,3.0,8.0
2021-05-18,-23.0,24.0,-33.0,-14.0,-1.0,8.0
2021-05-19,-21.0,24.0,-24.0,-16.0,-1.0,8.0
2021-05-20,-21.0,32.0,-20.0,-15.0,0.0,8.0
2021-05-21,-20.0,33.0,-22.0,-10.0,3.0,8.0
2021-05-22,-24.0,27.0,-31.0,-15.0,6.0,8.0
2021-05-23,-33.0,18.0,-33.0,-23.0,6.0,9.0
2021-05-24,-24.0,23.0,-30.0,-14.0,2.0,9.0
2021-05-25,-23.0,27.0,-27.0,-14.0,0.0,8.0
2021-05-26,-21.0,26.0,-20.0,-14.0,0.0,8.0
2021-05-27,-21.0,30.0,-17.0,-13.0,1.0,8.0
2021-05-28,-19.0,35.0,-20.0,-9.0,5.0,8.0
2021-05-29,-20.0,33.0,-23.0,-10.0,9.0,7.0
2021-05-30,-33.0,20.0,-36.0,-25.0,6.0,9.0
2021-05-31,-22.0,29.0,-31.0,-15.0,5.0,9.0
2021-06-01,-18.0,37.0,-25.0,-12.0,1.0,8.0
2021-06-02,-12.0,41.0,-13.0,-8.0,2.0,6.0
2021-06-03,-33.0,18.0,3.0,-36.0,-47.0,16.0
2021-06-04,-14.0,45.0,-8.0,-13.0,-8.0,9.0
2021-06-05,-17.0,38.0,-13.0,-9.0,6.0,7.0
2021-06-06,-28.0,24.0,-26.0,-17.0,7.0,7.0
2021-06-07,-17.0,36.0,-28.0,-11.0,5.0,8.0
2021-06-08,-16.0,39.0,-27.0,-11.0,2.0,8.0
2021-06-09,-13.0,37.0,-17.0,-10.0,3.0,8.0
2021-06-10,-15.0,38.0,-19.0,-10.0,3.0,8.0
2021-06-11,-12.0,42.0,-19.0,-7.0,6.0,7.0
2021-06-12,-5.0,43.0,-19.0,-5.0,10.0,6.0
2021-06-13,-26.0,23.0,-26.0,-18.0,6.0,8.0
2021-06-14,-18.0,29.0,-25.0,-11.0,6.0,8.0
2021-06-15,-18.0,32.0,-23.0,-12.0,3.0,8.0
2021-06-16,-17.0,29.0,-19.0,-12.0,3.0,8.0
2021-06-17,-20.0,30.0,-20.0,-13.0,2.0,8.0
2021-06-18,-18.0,33.0,-21.0,-10.0,6.0,7.0
2021-06-19,-20.0,30.0,-32.0,-12.0,8.0,7.0
2021-06-20,-28.0,22.0,-31.0,-21.0,5.0,8.0
2021-06-21,-20.0,27.0,-28.0,-13.0,6.0,8.0
2021-06-22,-20.0,28.0,-27.0,-15.0,2.0,8.0
2021-06-23,-17.0,29.0,-17.0,-13.0,2.0,7.0
2021-06-24,-22.0,25.0,-16.0,-16.0,-4.0,8.0
2021-06-25,-16.0,35.0,-15.0,-10.0,5.0,7.0
2021-06-26,-17.0,32.0,-21.0,-10.0,10.0,6.0
2021-06-27,-26.0,21.0,-25.0,-19.0,7.0,7.0
2021-06-28,-20.0,26.0,-27.0,-13.0,6.0,7.0
2021-06-29,-24.0,22.0,-32.0,-19.0,-1.0,8.0
2021-06-30,-15.0,35.0,-21.0,-13.0,4.0,7.0
2021-07-01,-13.0,44.0,-16.0,-10.0,4.0,7.0
2021-07-02,-12.0,44.0,-16.0,-7.0,6.0,7.0
2021-07-03,-9.0,44.0,-18.0,-4.0,12.0,6.0
2021-07-04,-20.0,32.0,-25.0,-16.0,9.0,7.0
2021-07-05,-12.0,38.0,-22.0,-8.0,8.0,7.0
2021-07-06,-11.0,42.0,-20.0,-8.0,4.0,7.0
2021-07-07,-6.0,44.0,-9.0,-6.0,5.0,6.0
2021-07-08,-6.0,48.0,-4.0,-4.0,5.0,5.0
2021-07-09,-9.0,44.0,-3.0,-13.0,-8.0,9.0
2021-07-10,-7.0,44.0,-8.0,-2.0,10.0,5.0
2021-07-11,-15.0,32.0,-10.0,-10.0,10.0,5.0
2021-07-12,-11.0,37.0,-15.0,-6.0,7.0,6.0
2021-07-13,-12.0,36.0,-13.0,-7.0,3.0,7.0
2021-07-14,-9.0,34.0,-6.0,-7.0,4.0,7.0
2021-07-15,-10.0,40.0,-4.0,-7.0,4.0,6.0
2021-07-16,-10.0,40.0,-9.0,-5.0,6.0,7.0
2021-07-17,-9.0,38.0,-13.0,-4.0,12.0,5.0
2021-07-18,-16.0,30.0,-13.0,-11.0,10.0,6.0
2021-07-19,-13.0,32.0,-18.0,-8.0,6.0,7.0
2021-07-20,-12.0,37.0,-15.0,-8.0,3.0,7.0
2021-07-21,-9.0,35.0,-6.0,-7.0,4.0,7.0
2021-07-22,-10.0,39.0,-1.0,-7.0,4.0,6.0
2021-07-23,-9.0,40.0,-4.0,-4.0,8.0,6.0
2021-07-24,-9.0,38.0,-3.0,-2.0,13.0,5.0
2021-07-25,-14.0,32.0,-4.0,-9.0,11.0,5.0
2021-07-26,-14.0,32.0,-13.0,-7.0,6.0,7.0
2021-07-27,-14.0,33.0,-15.0,-8.0,4.0,7.0
2021-07-28,-17.0,28.0,-19.0,-14.0,4.0,9.0
2021-07-29,-13.0,37.0,-10.0,-9.0,5.0,7.0
2021-07-30,-8.0,46.0,-13.0,-5.0,10.0,7.0
2021-07-31,-7.0,44.0,-18.0,-4.0,15.0,6.0
2021-08-01,-14.0,38.0,-20.0,-12.0,13.0,7.0
2021-08-02,-10.0,41.0,-19.0,-3.0,12.0,6.0
2021-08-03,-11.0,40.0,-19.0,-5.0,8.0,6.0
2021-08-04,-8.0,39.0,-12.0,-4.0,10.0,6.0
2021-08-05,-6.0,46.0,-8.0,-2.0,10.0,5.0
2021-08-06,1.0,56.0,-7.0,4.0,14.0,4.0
2021-08-07,5.0,59.0,-12.0,6.0,16.0,4.0
2021-08-08,-8.0,49.0,-15.0,-2.0,18.0,3.0
2021-08-09,-8.0,41.0,-16.0,0.0,13.0,5.0
2021-08-10,-8.0,42.0,-14.0,-1.0,10.0,5.0
2021-08-11,-8.0,37.0,-11.0,-3.0,10.0,6.0
2021-08-12,-11.0,39.0,-13.0,-4.0,10.0,6.0
2021-08-13,-9.0,41.0,-16.0,-3.0,14.0,6.0
2021-08-14,-5.0,41.0,-18.0,-2.0,15.0,5.0
2021-08-15,-11.0,36.0,-14.0,-9.0,13.0,6.0
2021-08-16,-12.0,34.0,-20.0,-4.0,13.0,6.0
2021-08-17,-11.0,37.0,-14.0,-3.0,9.0,5.0
2021-08-18,-9.0,33.0,-8.0,-3.0,13.0,6.0
2021-08-19,-9.0,38.0,-3.0,-2.0,13.0,5.0
2021-08-20,-6.0,44.0,-5.0,1.0,16.0,5.0
2021-08-21,-4.0,42.0,-3.0,2.0,15.0,4.0
2021-08-22,-10.0,37.0,0.0,-6.0,13.0,5.0
2021-08-23,-12.0,34.0,-14.0,-2.0,16.0,5.0
2021-08-24,-13.0,34.0,-14.0,-4.0,11.0,5.0
2021-08-25,-11.0,34.0,-7.0,-3.0,12.0,6.0
2021-08-26,-11.0,38.0,-6.0,-2.0,13.0,5.0
2021-08-27,-10.0,40.0,-13.0,-1.0,16.0,5.0
2021-08-28,-11.0,37.0,-22.0,-8.0,15.0,6.0
2021-08-29,-16.0,32.0,-22.0,-14.0,12.0,7.0
2021-08-30,-13.0,35.0,-20.0,-3.0,17.0,5.0
2021-08-31,-10.0,42.0,-18.0,-3.0,13.0,5.0
2021-09-01,-6.0,44.0,-9.0,-1.0,13.0,5.0
2021-09-02,-5.0,48.0,-3.0,0.0,15.0,4.0
2021-09-03,-2.0,52.0,-3.0,6.0,18.0,3.0
2021-09-04,0.0,49.0,0.0,6.0,15.0,3.0
2021-09-05,-5.0,42.0,9.0,-7.0,11.0,4.0
2021-09-06,4.0,56.0,14.0,-12.0,-12.0,6.0
2021-09-07,-29.0,8.0,22.0,-39.0,-60.0,15.0
2021-09-08,-7.0,42.0,-6.0,0.0,11.0,4.0
2021-09-09,-8.0,46.0,-5.0,0.0,14.0,4.0
2021-09-10,-3.0,47.0,-7.0,2.0,18.0,4.0
2021-09-11,-1.0,43.0,-9.0,2.0,18.0,4.0
2021-09-12,-7.0,36.0,-3.0,-6.0,14.0,5.0
2021-09-13,-9.0,36.0,-13.0,1.0,17.0,4.0
2021-09-14,-10.0,36.0,-13.0,-1.0,12.0,4.0
2021-09-15,-7.0,36.0,-7.0,-1.0,12.0,5.0
2021-09-16,-9.0,38.0,-8.0,-2.0,12.0,5.0
2021-09-17,-5.0,41.0,-10.0,2.0,16.0,4.0
2021-09-18,-2.0,41.0,-4.0,2.0,16.0,4.0
2021-09-19,-8.0,36.0,-4.0,-6.0,12.0,4.0
2021-09-20,-11.0,35.0,-10.0,-1.0,12.0,5.0
2021-09-21,-10.0,36.0,-14.0,-1.0,13.0,4.0
2021-09-22,-8.0,34.0,-8.0,-2.0,16.0,5.0
2021-09-23,-8.0,39.0,-5.0,0.0,17.0,4.0
2021-09-24,-5.0,42.0,-6.0,3.0,20.0,4.0
2021-09-25,-5.0,38.0,-9.0,0.0,17.0,4.0
2021-09-26,-9.0,35.0,-6.0,-5.0,12.0,5.0
2021-09-27,-11.0,34.0,-13.0,0.0,20.0,4.0
2021-09-28,-12.0,34.0,-13.0,-1.0,16.0,4.0
2021-09-29,-9.0,33.0,-8.0,-2.0,17.0,4.0
2021-09-30,-6.0,46.0,-5.0,1.0,18.0,4.0
2021-10-01,-4.0,48.0,-11.0,4.0,21.0,4.0
2021-10-02,0.0,47.0,-11.0,3.0,18.0,4.0
2021-10-03,-11.0,38.0,-20.0,-10.0,12.0,6.0
2021-10-04,-10.0,36.0,-20.0,-1.0,19.0,4.0
2021-10-05,-6.0,43.0,-15.0,0.0,16.0,4.0
2021-10-06,0.0,45.0,-6.0,3.0,18.0,3.0
2021-10-07,0.0,52.0,-5.0,4.0,18.0,3.0
2021-10-08,5.0,55.0,-4.0,10.0,21.0,2.0
2021-10-09,3.0,48.0,-13.0,6.0,15.0,3.0
2021-10-10,-7.0,39.0,-18.0,-14.0,10.0,6.0
2021-10-11,8.0,51.0,-4.0,-13.0,-11.0,7.0
2021-10-12,-14.0,17.0,22.0,-37.0,-59.0,13.0
2021-10-13,-3.0,39.0,-3.0,4.0,16.0,3.0
2021-10-14,-5.0,41.0,-1.0,2.0,17.0,4.0
2021-10-15,-3.0,42.0,-7.0,3.0,16.0,4.0
2021-10-16,-2.0,41.0,-14.0,2.0,19.0,4.0
2021-10-17,-10.0,35.0,-22.0,-9.0,12.0,6.0
2021-10-18,-13.0,27.0,-21.0,-4.0,17.0,5.0
2021-10-19,-10.0,36.0,-20.0,0.0,16.0,4.0
2021-10-20,-5.0,40.0,-10.0,1.0,18.0,4.0
2021-10-21,-4.0,45.0,-2.0,4.0,19.0,3.0
2021-10-22,0.0,44.0,0.0,7.0,23.0,3.0
2021-10-23,0.0,39.0,-5.0,6.0,19.0,3.0
2021-10-24,-11.0,33.0,-22.0,-12.0,12.0,6.0
2021-10-25,-8.0,37.0,-14.0,3.0,22.0,4.0
2021-10-26,-7.0,37.0,-12.0,3.0,19.0,3.0
2021-10-27,-5.0,35.0,-6.0,3.0,19.0,4.0
2021-10-28,-4.0,43.0,-4.0,4.0,19.0,3.0
2021-10-29,1.0,51.0,-6.0,8.0,20.0,3.0
2021-10-30,2.0,47.0,-9.0,8.0,18.0,2.0
2021-10-31,-8.0,39.0,-17.0,-9.0,12.0,5.0
2021-11-01,2.0,49.0,-5.0,-13.0,-10.0,7.0
2021-11-02,-28.0,13.0,9.0,-40.0,-61.0,15.0
2021-11-03,-3.0,42.0,-5.0,9.0,21.0,2.0
2021-11-04,-2.0,46.0,-1.0,8.0,22.0,2.0
2021-11-05,4.0,52.0,-1.0,12.0,26.0,2.0
2021-11-06,6.0,48.0,-7.0,10.0,21.0,3.0
2021-11-07,1.0,45.0,-6.0,0.0,16.0,4.0
2021-11-08,-1.0,45.0,-12.0,10.0,25.0,2.0
2021-11-09,-2.0,44.0,-12.0,8.0,21.0,2.0
2021-11-10,1.0,43.0,-4.0,9.0,22.0,2.0
2021-11-11,-3.0,42.0,-8.0,7.0,22.0,2.0
2021-11-12,2.0,48.0,-7.0,12.0,24.0,2.0
2021-11-13,6.0,47.0,1.0,13.0,17.0,2.0
2021-11-14,5.0,46.0,18.0,1.0,12.0,3.0
2021-11-15,-21.0,12.0,32.0,-32.0,-58.0,12.0
2021-11-16,-4.0,41.0,-10.0,10.0,20.0,1.0
2021-11-17,-1.0,39.0,-2.0,9.0,22.0,3.0
2021-11-18,-6.0,38.0,-8.0,7.0,22.0,3.0
2021-11-19,0.0,44.0,-10.0,9.0,25.0,3.0
2021-11-20,3.0,43.0,-12.0,4.0,16.0,4.0
2021-11-21,2.0,44.0,-6.0,1.0,16.0,4.0
2021-11-22,-2.0,41.0,-7.0,10.0,26.0,2.0
2021-11-23,-2.0,40.0,-5.0,8.0,22.0,2.0
2021-11-24,0.0,39.0,1.0,9.0,23.0,2.0
2021-11-25,1.0,46.0,4.0,10.0,23.0,2.0
2021-11-26,7.0,57.0,-3.0,12.0,26.0,1.0
2021-11-27,5.0,44.0,-5.0,10.0,21.0,2.0
2021-11-28,2.0,44.0,-4.0,3.0,16.0,3.0
2021-11-29,-3.0,39.0,-7.0,8.0,26.0,3.0
2021-11-30,1.0,48.0,-9.0,7.0,20.0,2.0
2021-12-01,5.0,50.0,1.0,10.0,22.0,2.0
2021-12-02,5.0,52.0,6.0,10.0,23.0,1.0
2021-12-03,7.0,53.0,3.0,13.0,26.0,1.0
2021-12-04,12.0,52.0,6.0,17.0,22.0,1.0
2021-12-05,6.0,48.0,1.0,7.0,17.0,3.0
2021-12-06,2.0,47.0,-11.0,9.0,25.0,2.0
2021-12-07,4.0,50.0,-10.0,7.0,22.0,2.0
2021-12-08,7.0,46.0,2.0,4.0,11.0,4.0
2021-12-09,9.0,54.0,7.0,13.0,25.0,1.0
2021-12-10,12.0,54.0,10.0,16.0,28.0,1.0
2021-12-11,14.0,50.0,12.0,20.0,27.0,0.0
2021-12-12,9.0,47.0,5.0,10.0,23.0,2.0
2021-12-13,3.0,42.0,-8.0,8.0,25.0,3.0
2021-12-14,4.0,44.0,-9.0,7.0,20.0,3.0
2021-12-15,11.0,45.0,1.0,9.0,20.0,3.0
2021-12-16,14.0,53.0,9.0,11.0,20.0,1.0
2021-12-17,13.0,52.0,3.0,13.0,22.0,1.0
2021-12-18,18.0,52.0,1.0,20.0,26.0,0.0
2021-12-19,22.0,57.0,3.0,13.0,30.0,2.0
2021-12-20,23.0,61.0,8.0,12.0,16.0,2.0
2021-12-21,23.0,63.0,11.0,11.0,9.0,2.0
2021-12-22,27.0,68.0,21.0,11.0,7.0,2.0
2021-12-23,30.0,97.0,27.0,13.0,0.0,1.0
2021-12-24,-3.0,95.0,11.0,-14.0,-34.0,6.0
2021-12-25,-57.0,-43.0,4.0,-42.0,-54.0,5.0
2021-12-26,-7.0,36.0,13.0,-4.0,7.0,3.0
2021-12-27,1.0,44.0,14.0,-6.0,-8.0,7.0
2021-12-28,2.0,48.0,22.0,-7.0,-11.0,7.0
2021-12-29,7.0,54.0,38.0,-5.0,-11.0,6.0
2021-12-30,8.0,79.0,42.0,-5.0,-15.0,5.0
2021-12-31,-18.0,85.0,55.0,-25.0,-44.0,9.0
